timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
1024.0,5.329275369644165,24.0,2.0,0.2083333283662796,0.0,103.0,35.75,25.0
2048.0,6.9363038539886475,47.0,2.0,0.32499998807907104,0.0,122.0,40.8,25.0
3072.0,8.365027666091919,75.0,2.0,0.32499998807907104,0.0,126.0,40.675,25.0
4096.0,9.912032127380371,104.0,2.0,0.125,0.0,100.0,32.375,25.0
5120.0,11.543087244033813,136.0,3.0,0.15000000596046448,0.0,177.0,34.325,25.0
6144.0,13.038840293884277,157.0,2.0,0.20000000298023224,0.0,104.0,36.775,25.0
7168.0,14.566614151000977,179.0,3.0,0.4749999940395355,0.0,169.0,48.025,25.0
8192.0,16.12123680114746,206.0,3.0,0.4000000059604645,0.0,169.0,44.825,25.0
9216.0,17.655001401901245,228.0,2.0,0.25,0.0,125.0,38.925,25.0
10240.0,19.190688848495483,254.0,2.0,0.30000001192092896,0.0,125.0,42.325,25.0
11264.0,20.645418167114258,275.0,2.0,0.4000000059604645,0.0,109.0,45.15,25.0
12288.0,22.144273042678833,302.0,2.0,0.32499998807907104,0.0,122.0,40.55,25.0
13312.0,23.667168140411377,321.0,3.0,0.42500001192092896,0.0,170.0,46.55,25.0
14336.0,25.2591712474823,347.0,2.0,0.2750000059604645,0.0,123.0,41.4,25.0
15360.0,26.81076741218567,370.0,2.0,0.30000001192092896,0.0,123.0,41.175,25.0
16384.0,28.436270475387573,399.0,2.0,0.2750000059604645,0.0,104.0,38.125,25.0
17408.0,29.893607139587402,422.0,2.0,0.2750000059604645,0.0,105.0,37.55,25.0
18432.0,31.43878936767578,450.0,3.0,0.30000001192092896,0.0,171.0,38.2,25.0
19456.0,32.9663028717041,478.0,2.0,0.22499999403953552,0.0,103.0,35.925,25.0
20480.0,34.53054141998291,506.0,2.0,0.2750000059604645,0.0,123.0,38.075,25.0
21504.0,36.02489614486694,535.0,2.0,0.22499999403953552,0.0,123.0,36.925,25.0
22528.0,37.460952043533325,555.0,2.0,0.4000000059604645,0.0,105.0,42.275,25.0
23552.0,38.91649508476257,581.0,2.0,0.4749999940395355,0.0,105.0,44.975,25.0
24576.0,40.386330127716064,609.0,2.0,0.20000000298023224,0.0,122.0,34.425,25.0
25600.0,41.87425971031189,629.0,3.0,0.3499999940395355,0.0,158.0,41.325,25.0
26624.0,43.416205167770386,657.0,2.0,0.32499998807907104,0.0,103.0,39.65,25.0
27648.0,44.92852973937988,686.0,2.0,0.3499999940395355,0.0,106.0,39.525,25.0
28672.0,46.431376218795776,709.0,2.0,0.30000001192092896,0.0,106.0,38.025,25.0
29696.0,47.96444082260132,733.0,2.0,0.375,0.0,128.0,42.325,25.0
